,2.5,97.5
beta_0,-0.004784190777352371,0.004841139096915973
beta_1,-0.9644081823224857,-0.6546929606470918
beta_2,0.7058278141523144,0.9192723754890055
beta_3,-2.628833711153895,-2.1119219699252447
beta_4,1.26368804303993,1.5702299369148365
beta_5,-5.005119886021331,-4.733492985662592
beta_6,1.0931533186062836,1.3575614839797316
beta_7,1.464433819117307,1.6172477467373025
beta_8,-0.6065747008853474,-0.45723757920035896
beta_9,0.24796243487622277,0.38208409072682803
beta_10,0.5829271098768668,0.7176779718159271
beta_11,0.18853280945093603,0.3062228274920284
beta_12,-0.39448070637199045,-0.2849200237122253
beta_13,-0.27454860951419846,-0.20170412843255198
beta_14,1.7008129958647793,1.7967840200450116
beta_15,0.378387098429171,0.48195188696774305
beta_16,-0.35245751888159205,-0.27107692346105366
beta_17,-0.27677429409728826,-0.1952711805752678
beta_18,-0.5320543202736622,-0.44179130766635455
beta_19,0.011951412101723896,0.09391117059966751
beta_20,1.396346081101435,1.4929712236211516
beta_21,0.2674868987478857,0.33634305076801285
beta_22,-0.4733033994946904,-0.4057982638104218
beta_23,0.02390366590560107,0.08081779592922238
beta_24,-0.3503367824200135,-0.28286859496806416
beta_25,-0.11409923706970053,-0.07483763609240622
beta_26,-0.0017044490850689402,0.06479359312599627
beta_27,0.6217555632223835,0.6976413515367693
beta_28,-0.014930776936537857,0.0019021682157388735
beta_29,-0.3863275911676163,-0.33587261636648524
beta_30,0.25415216472101143,0.334043550197654
beta_31,-0.11831612884122455,-0.0595706943223429
beta_32,-0.0660994903462023,-0.04445202688660689
beta_33,0.0,0.0
beta_34,0.0,0.0
beta_35,-0.007786531095783995,-0.0
beta_36,-0.22995280588608955,-0.15859906237137644
beta_37,-0.42805839329040163,-0.34541880377780687
beta_38,0.473180015549627,0.5798154185526002
beta_39,-0.08123301333850798,-0.0396790989581001
beta_40,-0.07524545503273433,-0.04660870859246827
beta_41,0.006954567527199578,0.030796895269539118
beta_42,0.11149259578441209,0.15288404677186146
beta_43,0.0,0.01750641188745053
beta_44,-0.4343659644189822,-0.3949317524142635
beta_45,-0.4926970463149352,-0.4087883688121998
beta_46,-0.3338780746261501,-0.19667384283104103
beta_47,0.6736410979524622,0.8092689460209093
beta_48,-0.07838474535073926,-0.02702991614932413
beta_49,-0.13647544708580497,-0.07888768056101447
beta_50,-0.03883177643432521,-0.01522675013429787
beta_51,0.05327561959127605,0.11121193760382754
beta_52,0.11068640217825086,0.16906467556272195
beta_53,-0.0022018095715537677,0.0270116843071613
beta_54,-0.8155485338972608,-0.7543199941820221
