,2.5,97.5
beta_132,-15.725615331956458,-7.336851300618339
beta_133,-7.979029108075619,0.313259710794509
beta_134,5.636835573852393,13.61821071369913
beta_135,5.477629267458169,14.571817566327454
beta_136,-1.806220272133106,7.140983342948931
beta_137,-16.623833477431283,-8.509414096428708
beta_138,-3.484373636695495,5.517303671839586
beta_139,-8.906188160468211,-0.4706490372229917
beta_140,4.063764115976124,12.354281991539569
beta_141,-7.756352187817075,-1.3059594119125069
beta_142,-10.696454625409592,-3.807248424672958
beta_143,-8.581168595739225,-2.1590387443634182
beta_144,-9.437076848864914,-3.126760895197853
beta_145,-10.937802782113204,-4.532126502768596
beta_146,-8.971401893080742,-2.062864755733341
beta_147,-5.166859916834046,1.3053986667225854
beta_148,-8.893453084111,-0.6322957715561888
beta_149,-13.482222321349099,-5.026042414457636
beta_150,-0.949689904964103,8.042078598440199
beta_151,15.029497423562884,23.115322158551113
beta_152,17.50832401658277,26.45941167022233
beta_153,-2.9794288484280664,4.385531713882225
beta_154,-7.622582448031073,0.4198383087890871
beta_155,-1.6841185825659046,7.5448336183806965
beta_156,-13.703179750551216,-5.226277224061333
beta_157,-2.8819720103393642,5.722835140627563
beta_158,-12.826643397538657,-6.010591595693756
beta_159,-12.053305151503936,-5.003782346747412
beta_160,-6.654751920348513,-0.1717301577119943
beta_161,-6.630527442898264,0.026485361503099547
beta_162,-10.274460938024848,-3.59389612617758
beta_163,-11.790976463637968,-5.3144959380778465
beta_164,-8.745266896231072,-1.6997879666500078
beta_165,-4.379000363766435,2.402187838579748
beta_166,-7.460742146614111,1.1310687583397243
beta_167,-9.476791781462321,-1.0174372435123091
beta_168,4.511048907654774,13.728544771197768
beta_169,18.213507699921202,26.20804983293504
beta_170,21.820769431174355,29.190082738303957
beta_171,-4.069899860284346,1.5466567658682435
beta_172,0.8648663077719161,8.73784126835115
beta_173,1.6727981391938327,10.28828115071003
beta_174,-15.302836370734916,-7.198885958328424
beta_175,-6.111899896004337,2.1534138116437074
beta_176,-15.067790627098258,-8.573150652376388
beta_177,-12.19445605706476,-5.399283900018256
beta_178,-4.374058783052736,1.6990083139373597
beta_179,-2.4883747647345995,3.5584108214189296
beta_180,-6.142765785306665,0.27593936768357663
beta_181,-9.693477452475397,-3.6003784130105694
beta_182,-9.318691481003812,-3.28014658660973
beta_183,-4.967909509809816,1.816390968421603
beta_184,-0.8147923234826866,5.63607529187342
beta_185,-4.624610484421885,3.6672668222642306
beta_186,-6.248479508767024,1.7931438395475299
beta_187,6.118257450361232,14.72326884865532
beta_188,13.957446957603059,21.80683397465389
beta_189,17.205744811477857,22.792343250564514
beta_190,-6.412772267989915,0.16032318700161596
beta_191,6.699341104821427,14.973601282584356
beta_192,5.258195962226617,12.981757811102417
beta_193,-14.514507170412983,-6.722880313060885
beta_194,-5.864230376127578,1.8403041026735973
beta_195,-14.066062266198749,-8.28789569953846
beta_196,-10.358530765118292,-4.148284106796393
beta_197,-1.6933150696169448,3.9163434411931646
beta_198,1.386338277686792,6.6517935837950235
beta_199,-1.2989893930849266,4.224103736027761
beta_200,-5.0878876882405155,0.46547119568895035
beta_201,-6.351510139201714,-1.0554597480027534
beta_202,-4.0780634637094515,1.4912043450504022
beta_203,0.3833931794061165,6.626899523181205
beta_204,2.897793177752523,8.65566832408798
beta_205,-2.864786338368152,4.9195323203035635
beta_206,-5.6523552740911,2.053134847105106
beta_207,3.016695578742146,10.739528810911507
beta_208,3.1203602992815744,11.414529767085067
beta_209,4.255047019149571,10.757033028828516
beta_210,-9.325707580495244,0.11727465353879651
beta_211,8.638875944740715,17.92784015930666
beta_212,7.408794325655507,15.061681324038474
beta_213,-12.940220723107029,-4.518599460654389
beta_214,-3.648952537311861,4.2782808976272735
beta_215,-11.06733729320197,-5.081686041060922
beta_216,-7.133324681387284,-0.8702640174170937
beta_217,1.0439172572467705,6.939831640430517
beta_218,3.884911600225729,9.464245118941056
beta_219,1.7340566607493573,7.29163992746513
beta_220,-1.260141210942571,4.256170279658441
beta_221,-2.5403298487337573,3.0264037119606777
beta_222,-1.4903766987876956,4.116621482887677
beta_223,1.257920982825664,7.155181882626283
beta_224,4.161383547376334,10.49339139552465
beta_225,3.974634391797838,9.93625622235039
beta_226,-3.7984144282604895,4.238512545598983
beta_227,-8.078491529487419,0.2670287662561712
beta_228,-3.908937769046827,3.739350115450873
beta_229,-11.047110259621107,-1.7259501772050934
beta_230,-12.498081753906874,-3.120884136817339
beta_231,-10.688804360113185,0.3399774812635341
beta_232,6.706336275081498,16.40622480959783
beta_233,7.20579510592845,15.605914434036345
beta_234,-11.76846913379958,-2.051201829301508
beta_235,-0.9492778267972382,7.956107962390429
beta_236,-7.471338534497974,-0.2068229932306873
beta_237,-3.5625676621827522,3.6823180035832563
beta_238,3.387067429382106,10.303532414477566
beta_239,4.800200906031968,11.513064964991791
beta_240,2.017282197261732,8.705722367381174
beta_241,-0.4510105579713186,6.086817440259626
beta_242,-0.6080429632041375,5.89885782718768
beta_243,0.8678329520624386,7.552327520796259
beta_244,2.65447759329346,9.415761165982065
beta_245,3.9159906255614065,10.832375917996089
beta_246,4.094754957622417,11.364782723104081
beta_247,1.4239873720250196,8.626646030749091
beta_248,-6.9605542163468845,2.057735645036394
beta_249,-11.605197032266439,-1.9340323626015783
beta_250,-11.48970568643496,-3.1277177981325925
beta_251,-23.109702136362635,-13.404267678973532
beta_252,-25.78856677392804,-14.799327770543014
beta_253,-8.593953814104609,0.44306732902798185
beta_254,1.682271193435744,9.657552216246396
beta_255,4.708618619256081,13.387049446454844
beta_256,-11.527309140191393,-1.1784439575849301
beta_257,1.377335186448378,10.584818367747161
beta_258,-4.0140839786848606,3.8226669788940426
beta_259,-0.26955855840432985,7.402938069473836
beta_260,5.112944386566669,12.385563095665857
beta_261,4.4263443016766235,11.45494852109415
beta_262,0.03997706335640405,7.055258138639416
beta_263,-2.7917977430595307,4.153261812517256
beta_264,-1.8833179283615054,4.961303430209666
beta_265,1.2739342358371863,8.144699664745604
beta_266,3.8125155926294516,10.844781056085239
beta_267,4.096578902299145,11.16566319347862
beta_268,2.44339143961625,9.651687075039803
beta_269,0.060185363100868194,7.716124084262151
beta_270,-3.227432989508391,4.546455965137587
beta_271,-9.620377360003431,-0.2712265433758594
beta_272,-12.31955123533581,-1.9660554539496768
beta_273,-14.630449092257134,-6.035201806100719
beta_274,-26.465095913292956,-18.531867142278585
beta_275,-27.947734262844087,-18.915503651552363
beta_276,-2.0702958328213596,1.4115808008967021
beta_277,-6.858534822320991,-0.8283613424641478
beta_278,-0.6640419381133356,8.596103916088872
beta_279,-13.143336192049524,-2.7404260765328345
beta_280,2.1150022256224386,10.65087132912232
beta_281,-1.9619046747923838,5.13826426516818
beta_282,1.6467409180404533,8.432159111842335
beta_283,5.375000342410603,11.721149080283395
beta_284,2.2872358576321385,8.32192212022642
beta_285,-4.229560678121802,1.6129591942254273
beta_286,-8.17754881496515,-2.4059904346431447
beta_287,-6.88345341898555,-1.0774687789188886
beta_288,-1.8772897541708664,3.8364683916512297
beta_289,2.84755398467212,8.538850211361135
beta_290,3.9142896598187695,9.846582200612737
beta_291,0.9677524254756813,7.012077964832371
beta_292,-3.646211211051189,2.5865255377193472
beta_293,-6.813883516122663,0.03263065603103632
beta_294,-7.466986741253264,-0.36314141346412265
beta_295,-8.26223199820516,0.4851581045090887
beta_296,-5.957556370808394,4.559574692789116
beta_297,-8.458538541178042,0.7058478960104377
beta_298,-15.739624797637283,-9.792900562015653
beta_299,-12.123916763208491,-8.664693098187762
beta_300,-0.7740878383055465,15.209834327543774
beta_301,-24.392527756873548,-7.683386658017026
beta_302,-12.0755792405913,4.764459766033372
beta_303,-20.070716855024894,-4.278335860556015
beta_304,-3.0381797606403307,10.46448356199994
beta_305,-6.101377183804496,5.979203505791
beta_306,-2.5265378015452864,8.855920387605378
beta_307,-0.38188269311137546,10.603608498308287
beta_308,-5.9355910517973705,4.868649533926497
beta_309,-14.820250274759855,-4.353005864976767
beta_310,-20.301060705532013,-10.113409093145588
beta_311,-19.218331677055147,-8.972130826759921
beta_312,-12.879377736229529,-2.5718416460006646
beta_313,-5.598415338012784,4.596192446581482
beta_314,-2.064652737502274,8.202006295828415
beta_315,-4.45048400565698,6.153414172508709
beta_316,-10.949128918597589,-0.20209651578578836
beta_317,-16.88867575883771,-6.033721420691361
beta_318,-17.45682584878327,-6.047088101391776
beta_319,-11.196172009649995,0.7982525999744716
beta_320,-1.7605357984227537,11.852072667717696
beta_321,9.530541587718972,25.542450593570038
beta_322,9.312411780674823,26.109967270427504
beta_323,9.010229496957365,25.66865209632404
beta_324,17.573894651837698,33.460719730939665
