,polynomials,lamb,train_mse,test_mse
0,1,0.0001,0.6634553733935807,0.6638853453959346
1,1,0.001,0.6634579752966439,0.6640669162291165
2,1,0.01,0.6635675078042806,0.6640432765241201
3,1,0.1,0.6734720954073751,0.673888874388471
4,1,1.0,0.9999999999999982,1.0004961304527211
5,2,0.0001,0.6391406764532543,0.640337832710315
6,2,0.001,0.6392752084410613,0.6401123475170492
7,2,0.01,0.6459164632227999,0.6464352329077957
8,2,0.1,0.6734646597591898,0.673863697153017
9,2,1.0,0.9999999999999989,1.0002496552634823
10,3,0.0001,0.613423498721536,0.615596181562212
11,3,0.001,0.6149339358619275,0.6160633406083309
12,3,0.01,0.6352055863661142,0.6357525315882744
13,3,0.1,0.6734595781759134,0.6738250149996705
14,3,1.0,0.999999999999998,1.0004294794575646
15,4,0.0001,0.6089574688941577,0.6103323309918816
16,4,0.001,0.6150373451400072,0.6170700683887163
17,4,0.01,0.631595469919854,0.6324345043535067
18,4,0.1,0.6734655486480992,0.6736812762802652
19,4,1.0,1.0000000000000016,1.000213116129711
20,5,0.0001,0.599874507526222,0.6017955060577918
21,5,0.001,0.6105259986542262,0.6124651541296777
22,5,0.01,0.6310429125784867,0.631906232184518
23,5,0.1,0.673466200064564,0.6738327871521081
24,5,1.0,1.0000000000000004,1.0004149128154403
25,6,0.0001,0.5919314166412797,0.5938569177985416
26,6,0.001,0.6024051383267317,0.6042004301517905
27,6,0.01,0.6316260860785048,0.6325023505127437
28,6,0.1,0.6734692250696803,0.6738397359680778
29,6,1.0,1.0000000000000013,1.000381881782539
30,7,0.0001,0.5861887595187172,0.5884198420630578
31,7,0.001,0.5948938088467226,0.5966665999211707
32,7,0.01,0.6311483981827111,0.6322899678079337
33,7,0.1,0.6734679165924565,0.673676023469076
34,7,1.0,1.0000000000000007,1.0004969320512704
35,8,0.0001,0.5820813735268929,0.584808884822972
36,8,0.001,0.5890540549944777,0.5911652326942837
37,8,0.01,0.6303350310220828,0.6312590066376069
38,8,0.1,0.6734618531862466,0.6739151460732516
39,8,1.0,1.0000000000000013,1.0004533737888521
40,9,0.0001,0.5791986740878297,0.5814007357875554
41,9,0.001,0.5865090929166711,0.5885038884304847
42,9,0.01,0.6294198122463107,0.6300986200443732
43,9,0.1,0.673464356574001,0.6737688554228692
44,9,1.0,1.0000000000000004,1.0006132579252065
