,polynomials,lamb,train_mse,test_mse
0,1,0.0001,0.9431349106424121,0.9437086558501848
1,1,0.001,0.9431332783887493,0.9439416974745007
2,1,0.01,0.9433281953425892,0.944083608433196
3,1,0.1,0.9631297397203152,0.9640509727532957
4,1,1.0,0.9999999999999994,1.0002170875129401
5,2,0.0001,0.9375694352718126,0.9388415771718093
6,2,0.001,0.9376438533234699,0.9393114112248104
7,2,0.01,0.9422997871796218,0.9433457173495718
8,2,0.1,0.9650980816233419,0.9663268853210493
9,2,1.0,0.9999999999999988,1.0003455675287116
10,3,0.0001,0.9280713294622354,0.9303334189710049
11,3,0.001,0.9303196200024798,0.9318908878459403
12,3,0.01,0.9403348945594188,0.9414994962679266
13,3,0.1,0.9655211375024694,0.9669824469965558
14,3,1.0,1.0000000000000002,1.0004626684447413
15,4,0.0001,0.9282728089917036,0.9304889375407516
16,4,0.001,0.9296594345893302,0.931585047297172
17,4,0.01,0.9401808581333417,0.9411839388280046
18,4,0.1,0.965405408811686,0.9668412638833338
19,4,1.0,0.9999999999999988,1.0004302619555365
20,5,0.0001,0.927137188591437,0.9296916013280871
21,5,0.001,0.9299637010076985,0.9318200739998155
22,5,0.01,0.9401409289144457,0.9415764537787707
23,5,0.1,0.9653277489500145,0.966293076891571
24,5,1.0,0.9999999999999994,1.00048730611095
25,6,0.0001,0.925517130412803,0.928885309520631
26,6,0.001,0.9299025932643348,0.9326383046088388
27,6,0.01,0.9390198774442704,0.9411029841369973
28,6,0.1,0.9655541489156381,0.9668987585909562
29,6,1.0,1.0000000000000013,1.0003977089296283
30,7,0.0001,0.9245933988910482,0.927952815485907
31,7,0.001,0.9294830133851903,0.9329863556680584
32,7,0.01,0.9381719181250272,0.9393842769707765
33,7,0.1,0.9653398979578904,0.9665913552394964
34,7,1.0,0.9999999999999997,1.0005799807955147
35,8,0.0001,0.924259735742871,0.9280092343751818
36,8,0.001,0.9288098005902615,0.9326652496932468
37,8,0.01,0.9378595379311385,0.9398265817445026
38,8,0.1,0.965328757040384,0.9665194090247355
39,8,1.0,0.9999999999999997,1.0002446539802692
40,9,0.0001,0.9242517839445343,0.9280122080481735
41,9,0.001,0.9282982434493892,0.9312250187275911
42,9,0.01,0.9377756159464617,0.9393172027741693
43,9,0.1,0.9653783154450352,0.9669336707764107
44,9,1.0,0.9999999999999998,1.0007207122730424
