,polynomials,train_mse,test_mse
0,1,0.9431271728718762,0.9438222040003732
1,2,0.9375610902202223,0.939081602662404
2,3,0.9279694432340149,0.9298869776331348
3,4,0.9237592390725992,0.9268192680949532
4,5,0.9217157452585948,0.9260985428295211
5,6,0.9199063210037556,0.9260798096375152
6,7,0.9195181462715392,0.9261007417827383
7,8,0.9183683511746704,0.9285197373099588
8,9,0.917768952719789,0.9299413124140031
